zip_code,state,area_code,population
00966,PR,787,16676
00968,PR,787,3478
00969,PR,787,42219
00971,PR,787,30986
00976,PR,787,61638
00979,PR,787,17030
00982,PR,787,16428
00983,PR,787,39234
00985,PR,787,36553
00987,PR,787,63661
01001,MA,413,16769
01002,MA,413,29049
01003,MA,413,10372
01005,MA,978,5079
01007,MA,413,14649
01008,MA,413,1263
01009,MA,413,741
01010,MA,413,3609
01011,MA,413,1370
01012,MA,413,661
01013,MA,413,23188
01020,MA,413,29668
01022,MA,413,2451
01026,MA,413,946
01027,MA,413,17660
01028,MA,413,15720
01029,MA,413,789
01030,MA,413,11669
01031,MA,413,1308
01032,MA,413,570
01033,MA,413,6227
01034,MA,413,2021
01035,MA,413,5250
01036,MA,413,5109
01037,MA,413,838
01038,MA,413,2545
01039,MA,413,1336
01040,MA,413,39880
01050,MA,413,2530
01053,MA,413,1685
01054,MA,413,1851
01056,MA,413,21103
01057,MA,413,8534
01060,MA,413,15284
01062,MA,413,11150
01063,MA,617,430
01066,MA,413,64
01068,MA,508,1902
01069,MA,413,8469
01070,MA,413,629
01071,MA,413,1596
01072,MA,413,1478
01073,MA,413,5792
01074,MA,978,319
01075,MA,413,17527
01077,MA,413,9502
01079,MA,413,692
01080,MA,413,2334
01081,MA,413,1698
01082,MA,413,10322
01083,MA,413,2888
01084,MA,413,176
01085,MA,413,41117
01086,MA,617,687
01088,MA,413,670
01089,MA,413,28391
01092,MA,413,1394
01093,MA,413,325
01094,MA,413,351
01095,MA,413,14319
01096,MA,413,2217
01097,MA,617,111
01098,MA,413,1101
01103,MA,413,2479
01104,MA,413,22865
01105,MA,413,12350
01106,MA,413,16021
01107,MA,413,11611
01108,MA,413,26688
01109,MA,413,30250
01118,MA,413,14071
01119,MA,413,14152
01128,MA,413,2631
01129,MA,413,7019
01151,MA,413,8698
01199,MA,413,0
01201,MA,413,46504
01220,MA,413,8603
01222,MA,413,829
01223,MA,413,2314
01224,MA,617,182
01225,MA,413,3117
01226,MA,413,6945
01229,MA,413,95
01230,MA,413,8430
01235,MA,413,2766
01236,MA,413,1509
01237,MA,413,2496
01238,MA,413,6047
01240,MA,413,4534
01242,MA,413,476
01243,MA,413,334
01244,MA,413,151
01245,MA,413,985
01247,MA,413,16087
01253,MA,413,731
01254,MA,413,972
01255,MA,413,915
01256,MA,413,692
01257,MA,413,2121
01258,MA,413,374
01259,MA,413,635
01260,MA,617,240
01262,MA,413,1238
01264,MA,413,137
01266,MA,413,1463
01267,MA,413,7989
01270,MA,413,778
01301,MA,413,17700
01330,MA,413,1506
01331,MA,978,13263
01337,MA,413,2596
01338,MA,413,187
01339,MA,413,1438
01340,MA,413,1701
01341,MA,413,1833
01342,MA,413,1492
01343,MA,413,75
01344,MA,413,1498
01346,MA,413,533
01347,MA,413,166
01349,MA,413,1091
01350,MA,413,121
01351,MA,413,2270
01354,MA,413,1500
01355,MA,978,878
01360,MA,413,3032
01364,MA,978,7969
01366,MA,978,1277
01367,MA,413,522
01368,MA,978,1261
01370,MA,413,4084
01373,MA,413,4600
01375,MA,413,3684
01376,MA,413,5247
01378,MA,978,774
01379,MA,978,813
01420,MA,978,40337
01430,MA,978,6089
01431,MA,978,3074
01432,MA,978,7089
01434,MA,617,1795
01436,MA,978,3336
01438,MA,978,559
01440,MA,978,20347
01450,MA,978,10646
01451,MA,978,4747
01452,MA,978,4382
01453,MA,978,40883
01460,MA,978,8924
01462,MA,978,10086
01463,MA,978,11497
01464,MA,978,7211
01467,MA,978,316
01468,MA,978,4021
01469,MA,978,6801
01473,MA,978,7277
01474,MA,978,2125
01475,MA,978,10270
01501,MA,508,16075
01503,MA,978,2866
01504,MA,508,9026
01505,MA,774,4355
01506,MA,413,3390
01507,MA,508,12981
01510,MA,978,13606
01515,MA,508,2183
01516,MA,508,8500
01518,MA,508,2974
01519,MA,508,6595
01520,MA,508,13997
01521,MA,413,2481
01522,MA,508,3310
01523,MA,978,7582
01524,MA,508,6696
01525,MA,508,290
01527,MA,508,13246
01529,MA,508,3190
01531,MA,508,999
01532,MA,508,14155
01534,MA,508,5631
01535,MA,508,4680
01536,MA,508,6888
01537,MA,508,2248
01540,MA,508,11291
01541,MA,978,3413
01542,MA,508,2202
01543,MA,508,7973
01545,MA,508,35299
01550,MA,508,16719
01560,MA,508,4527
01561,MA,978,330
01562,MA,508,11688
01564,MA,978,7808
01566,MA,774,6294
01568,MA,508,7480
01569,MA,508,13569
01570,MA,508,16767
01571,MA,508,11390
01581,MA,508,18272
01583,MA,508,7591
01585,MA,413,4554
01588,MA,508,9733
01590,MA,508,8875
01602,MA,508,22819
01603,MA,508,19916
01604,MA,508,34677
01605,MA,508,26221
01606,MA,508,19077
01607,MA,508,8351
01608,MA,508,3888
01609,MA,508,22421
01610,MA,508,23945
01611,MA,508,2242
01612,MA,508,4845
01701,MA,508,31217
01702,MA,508,37206
01718,MA,978,469
01719,MA,978,4996
01720,MA,978,21361
01721,MA,508,16593
01730,MA,781,13221
01731,MA,781,1396
01740,MA,978,4897
01741,MA,978,4852
01742,MA,978,17726
01745,MA,508,397
01746,MA,508,13547
01747,MA,508,5911
01748,MA,508,14925
01749,MA,978,19063
01752,MA,508,38499
01754,MA,978,10106
01756,MA,508,5839
01757,MA,508,28061
01760,MA,508,32786
01770,MA,508,4119
01772,MA,508,9370
01773,MA,781,5112
01775,MA,978,6590
01776,MA,978,17659
01778,MA,508,13109
01801,MA,781,38903
01803,MA,781,24487
01810,MA,978,33201
01821,MA,978,30310
01824,MA,978,24911
01826,MA,978,29422
01827,MA,617,3179
01830,MA,978,25137
01832,MA,978,22060
01833,MA,978,8183
01834,MA,978,6459
01835,MA,978,13682
01840,MA,978,4733
01841,MA,978,47225
01843,MA,978,24425
01844,MA,978,47249
01845,MA,978,28352
01850,MA,978,15237
01851,MA,978,30190
01852,MA,978,33508
01854,MA,978,27606
01860,MA,978,6338
01862,MA,978,10227
01863,MA,978,8891
01864,MA,978,14892
01867,MA,781,23956
01876,MA,978,28667
01879,MA,978,11305
01880,MA,781,24733
01886,MA,978,21951
01887,MA,978,22325
01890,MA,781,21382
01901,MA,781,1689
01902,MA,781,45139
01904,MA,781,18203
01905,MA,781,25251
01906,MA,781,26660
01907,MA,781,14027
01908,MA,781,3410
01913,MA,978,16283
01915,MA,978,39502
01921,MA,978,7961
01922,MA,978,3108
01923,MA,978,26342
01929,MA,978,3504
01930,MA,978,28789
01937,MA,978,151
01938,MA,978,13175
01940,MA,781,12108
01944,MA,978,5136
01945,MA,781,19808
01949,MA,978,8987
01950,MA,978,17416
01951,MA,978,3558
01952,MA,978,8283
01960,MA,978,50944
01966,MA,978,6952
01969,MA,978,5856
01970,MA,978,41109
01982,MA,978,7764
01983,MA,978,6089
01984,MA,978,4875
01985,MA,978,4235
02019,MA,508,16332
02021,MA,781,21561
02025,MA,781,7542
02026,MA,781,24711
02030,MA,508,5589
02032,MA,508,4226
02035,MA,508,16865
02038,MA,508,31635
02043,MA,781,22157
02045,MA,781,10293
02047,MA,781,180
02048,MA,508,23184
02050,MA,781,25429
02052,MA,508,12024
02053,MA,508,12752
02054,MA,508,7891
02056,MA,508,10981
02061,MA,781,10506
02062,MA,781,28602
02066,MA,781,17656
02067,MA,781,17486
02071,MA,508,1707
02072,MA,781,26999
02081,MA,508,18472
02090,MA,781,14636
02093,MA,508,10955
02108,MA,617,4218
02109,MA,617,3771
02110,MA,617,1733
02111,MA,617,7383
02113,MA,617,6915
02114,MA,617,11999
02115,MA,617,28441
02116,MA,617,20628
02118,MA,617,26498
02119,MA,617,25346
02120,MA,617,15181
02121,MA,617,25978
02122,MA,617,23479
02124,MA,617,47783
02125,MA,617,33295
02126,MA,617,25562
02127,MA,617,31799
02128,MA,617,40508
02129,MA,617,16439
02130,MA,617,35401
02131,MA,617,29826
02132,MA,617,25861
02134,MA,617,21503
02135,MA,617,42780
02136,MA,617,28488
02138,MA,617,36314
02139,MA,617,36349
02140,MA,617,17607
02141,MA,617,11910
02142,MA,617,3141
02143,MA,617,24514
02144,MA,617,23891
02145,MA,617,25439
02148,MA,781,59503
02149,MA,617,41550
02150,MA,617,35124
02151,MA,781,51808
02152,MA,617,17497
02155,MA,781,57964
02163,MA,617,2582
02169,MA,617,55055
02170,MA,617,19505
02171,MA,617,17711
02176,MA,781,26983
02180,MA,781,21437
02184,MA,781,35744
02186,MA,617,27003
02188,MA,781,14608
02189,MA,781,14559
02190,MA,781,16119
02191,MA,781,8457
02199,MA,617,1146
02203,MA,617,0
02210,MA,617,2090
02215,MA,617,26125
02301,MA,508,61025
02302,MA,508,32741
02322,MA,508,4356
02324,MA,508,26563
02330,MA,508,11509
02332,MA,781,15059
02333,MA,508,13794
02338,MA,781,7518
02339,MA,781,13879
02341,MA,781,10218
02343,MA,781,10745
02346,MA,508,23106
02347,MA,508,10612
02351,MA,781,16029
02356,MA,508,12564
02357,MA,508,1360
02359,MA,781,17828
02360,MA,508,56271
02364,MA,781,12629
02366,MA,508,197
02367,MA,781,2820
02368,MA,781,32158
02370,MA,781,17489
02375,MA,508,9188
02379,MA,508,6916
02382,MA,781,14489
02420,MA,781,14052
02421,MA,781,17342
02445,MA,617,20679
02446,MA,617,29311
02451,MA,781,17426
02452,MA,781,14238
02453,MA,781,28968
02457,MA,617,1432
02458,MA,617,12131
02459,MA,617,19095
02460,MA,617,8742
02461,MA,617,7059
02462,MA,617,1554
02464,MA,617,2953
02465,MA,617,11710
02466,MA,617,8096
02467,MA,617,22491
02468,MA,617,5273
02472,MA,617,32014
02474,MA,781,26312
02476,MA,781,16532
02478,MA,617,24664
02481,MA,781,16244
02482,MA,781,10306
02492,MA,781,19931
02493,MA,781,11261
02494,MA,781,8955
02532,MA,508,12690
02534,MA,508,842
02535,MA,508,1177
02536,MA,508,19583
02537,MA,508,6293
02538,MA,508,3603
02539,MA,508,4067
02540,MA,508,8221
02542,MA,508,1139
02543,MA,508,635
02553,MA,508,226
02554,MA,508,9852
02556,MA,508,3115
02557,MA,508,4491
02558,MA,508,2156
02559,MA,508,3376
02561,MA,508,539
02562,MA,508,2977
02563,MA,508,10359
02564,MA,508,310
02568,MA,508,4000
02571,MA,508,10481
02575,MA,508,2725
02576,MA,508,3754
02584,MA,617,10
02601,MA,508,14089
02630,MA,508,1850
02631,MA,508,9679
02632,MA,508,10742
02633,MA,508,3884
02635,MA,508,3296
02637,MA,508,253
02638,MA,508,3207
02639,MA,508,2875
02641,MA,508,532
02642,MA,508,4937
02643,MA,508,26
02644,MA,508,3955
02645,MA,508,9663
02646,MA,508,1676
02647,MA,508,129
02648,MA,508,7301
02649,MA,508,14006
02650,MA,508,848
02651,MA,508,16
02652,MA,508,1175
02653,MA,508,5911
02655,MA,508,3518
02657,MA,508,2942
02659,MA,508,1108
02660,MA,508,6261
02663,MA,508,173
02664,MA,508,9371
02666,MA,508,828
02667,MA,508,2580
02668,MA,508,3278
02669,MA,508,285
02670,MA,508,1307
02671,MA,508,1023
02672,MA,508,180
02673,MA,508,8402
02675,MA,508,6577
02702,MA,508,4125
02703,MA,508,43593
02713,MA,617,52
02715,MA,508,3123
02717,MA,508,4745
02718,MA,508,6655
02719,MA,508,15873
02720,MA,508,30287
02721,MA,508,26290
02723,MA,508,14767
02724,MA,508,16908
02725,MA,508,2631
02726,MA,508,15534
02738,MA,508,4907
02739,MA,508,6045
02740,MA,508,43087
02743,MA,508,10307
02744,MA,508,11900
02745,MA,508,24576
02746,MA,508,15342
02747,MA,508,22927
02748,MA,508,11442
02760,MA,508,26739
02762,MA,508,8264
02763,MA,508,1973
02764,MA,508,3988
02766,MA,508,19031
02767,MA,508,13566
02769,MA,508,11608
02770,MA,508,5093
02771,MA,508,13708
02777,MA,508,15840
02779,MA,508,6411
02780,MA,508,49036
02790,MA,508,15717
02791,MA,508,246
02802,RI,401,786
02804,RI,401,2607
02806,RI,401,16310
02807,RI,401,1051
02808,RI,401,2401
02809,RI,401,22938
02812,RI,401,1497
02813,RI,401,7831
02814,RI,401,7496
02815,RI,401,278
02816,RI,401,32611
02817,RI,401,6135
02818,RI,401,18082
02822,RI,401,6111
02825,RI,401,5377
02826,RI,401,791
02827,RI,401,2172
02828,RI,401,7704
02830,RI,401,5976
02831,RI,401,3515
02832,RI,401,4608
02833,RI,401,784
02835,RI,401,5405
02836,RI,401,136
02837,RI,401,3492
02838,RI,401,3400
02839,RI,401,1902
02840,RI,401,23335
02841,RI,401,1392
02842,RI,401,16095
02852,RI,401,22551
02857,RI,401,8412
02858,RI,401,570
02859,RI,401,6738
02860,RI,401,45199
02861,RI,401,26178
02863,RI,401,19385
02864,RI,401,33396
02865,RI,401,16951
02871,RI,401,17171
02872,RI,401,218
02873,RI,401,235
02874,RI,401,5860
02875,RI,401,307
02876,RI,401,430
02878,RI,401,15780
02879,RI,401,20371
02881,RI,401,7841
02882,RI,401,14184
02885,RI,401,10627
02886,RI,401,29269
02888,RI,401,19912
02889,RI,401,28217
02891,RI,401,21198
02892,RI,401,4988
02893,RI,401,29630
02894,RI,401,722
02895,RI,401,41186
02896,RI,401,11537
02898,RI,401,1696
02903,RI,401,10780
02904,RI,401,29359
02905,RI,401,25223
02906,RI,401,28387
02907,RI,401,27445
02908,RI,401,37467
02909,RI,401,43540
02910,RI,401,21000
02911,RI,401,15574
02912,RI,401,1370
02914,RI,401,21963
02915,RI,401,16897
02916,RI,401,8139
02917,RI,401,13762
02919,RI,401,28790
02920,RI,401,37547
02921,RI,401,12361
03031,NH,603,11247
03032,NH,603,4953
03033,NH,603,4987
03034,NH,603,3970
03036,NH,603,4782
03037,NH,603,4219
03038,NH,603,33269
03042,NH,603,6341
03043,NH,603,1573
03044,NH,603,4263
03045,NH,603,13560
03046,NH,603,2758
03047,NH,603,1767
03048,NH,603,3426
03049,NH,603,7688
03051,NH,603,24480
03052,NH,603,8258
03053,NH,603,23957
03054,NH,603,25477
03055,NH,603,15086
03057,NH,603,2500
03060,NH,603,29357
03062,NH,603,26694
03063,NH,603,16216
03064,NH,603,14227
03070,NH,603,5254
03071,NH,603,5109
03076,NH,603,12897
03077,NH,603,10155
03079,NH,603,28776
03082,NH,603,1615
03084,NH,603,1366
03086,NH,603,3728
03087,NH,603,13592
03101,NH,603,3049
03102,NH,603,31096
03103,NH,603,36476
03104,NH,603,32798
03106,NH,603,13374
03109,NH,603,10314
03110,NH,603,21203
03215,NH,603,247
03216,NH,603,2159
03217,NH,603,2076
03218,NH,603,960
03220,NH,603,7430
03221,NH,603,2091
03222,NH,603,5353
03223,NH,603,3427
03224,NH,603,2318
03225,NH,603,3660
03226,NH,603,1117
03227,NH,603,925
03229,NH,603,5589
03230,NH,603,1231
03231,NH,603,202
03233,NH,603,115
03234,NH,603,4572
03235,NH,603,8562
03237,NH,603,2254
03238,NH,603,75
03240,NH,603,1340
03241,NH,603,876
03242,NH,603,4836
03243,NH,603,1085
03244,NH,603,8092
03245,NH,603,2027
03246,NH,603,15963
03249,NH,603,7113
03251,NH,603,1662
03253,NH,603,6219
03254,NH,603,4049
03255,NH,603,2090
03256,NH,603,2169
03257,NH,603,4455
03258,NH,603,2517
03259,NH,603,368
03260,NH,603,809
03261,NH,603,4246
03262,NH,603,1231
03263,NH,603,4114
03264,NH,603,7468
03266,NH,603,2163
03268,NH,603,1272
03269,NH,603,2966
03273,NH,603,312
03275,NH,603,11437
03276,NH,603,8324
03278,NH,603,2952
03279,NH,603,829
03280,NH,603,1123
03281,NH,603,8785
03282,NH,603,902
03284,NH,603,999
03285,NH,603,2479
03287,NH,603,1295
03290,NH,603,4731
03291,NH,603,39
03293,NH,603,143
03301,NH,603,33008
03303,NH,603,15524
03304,NH,603,7519
03307,NH,603,5334
03431,NH,603,25280
03440,NH,603,2692
03441,NH,603,395
03442,NH,603,1491
03443,NH,603,742
03444,NH,603,1590
03445,NH,603,691
03446,NH,603,6285
03447,NH,603,2422
03448,NH,603,811
03449,NH,603,1654
03450,NH,603,961
03451,NH,603,4077
03452,NH,603,5457
03455,NH,603,2086
03456,NH,603,742
03457,NH,603,852
03458,NH,603,6643
03461,NH,603,6014
03462,NH,603,1562
03464,NH,603,1109
03465,NH,603,2156
03466,NH,603,1332
03467,NH,603,1842
03470,NH,603,5033
03561,NH,603,5939
03570,NH,603,10051
03574,NH,603,2526
03575,NH,603,124
03576,NH,603,3238
03579,NH,603,461
03580,NH,603,1369
03581,NH,603,3230
03582,NH,603,2577
03583,NH,603,1107
03584,NH,603,3774
03585,NH,603,2519
03586,NH,603,547
03588,NH,603,1641
03590,NH,603,1052
03592,NH,603,1145
03593,NH,603,313
03595,NH,603,639
03597,NH,603,521
03598,NH,603,3285
03601,NH,603,477
03602,NH,603,2654
03603,NH,603,5412
03604,NH,603,69
03605,NH,603,1160
03607,NH,603,322
03608,NH,603,2811
03609,NH,603,854
03740,NH,603,911
03741,NH,603,4208
03743,NH,603,14103
03745,NH,603,1424
03746,NH,603,216
03748,NH,603,4762
03750,NH,603,870
03751,NH,603,583
03752,NH,603,810
03753,NH,603,2971
03754,NH,603,86
03755,NH,603,10538
03765,NH,603,503
03766,NH,603,8958
03768,NH,603,1716
03770,NH,603,524
03771,NH,603,754
03773,NH,603,7841
03774,NH,603,1966
03777,NH,603,1237
03779,NH,603,790
03780,NH,603,410
03781,NH,603,1840
03782,NH,603,2945
03784,NH,603,4086
03785,NH,603,2400
03801,NH,603,21532
03809,NH,603,3716
03810,NH,603,1538
03811,NH,603,6753
03812,NH,603,824
03813,NH,603,3250
03814,NH,603,2329
03816,NH,603,1368
03817,NH,603,574
03818,NH,603,3807
03819,NH,603,4377
03820,NH,603,30039
03823,NH,603,1719
03824,NH,603,14638
03825,NH,603,8512
03826,NH,603,2470
03827,NH,603,3150
03830,NH,603,1610
03832,NH,603,395
03833,NH,603,20955
03835,NH,603,6786
03836,NH,603,1489
03837,NH,603,1519
03838,NH,603,1031
03839,NH,603,3735
03840,NH,603,3566
03841,NH,603,6334
03842,NH,603,15345
03844,NH,603,2238
03845,NH,603,991
03846,NH,603,799
03847,NH,603,294
03848,NH,603,6020
03849,NH,603,1585
03850,NH,603,372
03851,NH,603,4040
03852,NH,603,558
03853,NH,603,602
03854,NH,603,968
03855,NH,603,2638
03856,NH,603,1680
03857,NH,603,9006
03858,NH,603,4603
03860,NH,603,4056
03861,NH,603,4330
03862,NH,603,4278
03864,NH,603,1696
03865,NH,603,7609
03867,NH,603,20758
03868,NH,603,5323
03869,NH,603,2469
03870,NH,603,5162
03871,NH,603,136
03872,NH,603,3809
03873,NH,603,5711
03874,NH,603,8776
03875,NH,603,833
03878,NH,603,11824
03882,NH,603,1465
03883,NH,603,178
03884,NH,603,3964
03885,NH,603,7261
03886,NH,603,2112
03887,NH,603,2154
03890,NH,603,327
03894,NH,603,6314
03901,ME,207,7246
03902,ME,207,2211
03903,ME,207,6211
03904,ME,207,7703
03905,ME,207,1780
03906,ME,207,4647
03907,ME,207,894
03908,ME,207,7233
03909,ME,207,9738
03910,ME,207,328
03911,ME,207,250
04001,ME,207,2429
04002,ME,207,7351
04003,ME,207,330
04005,ME,207,23146
04006,ME,207,96
04008,ME,207,2723
04009,ME,207,5151
04010,ME,207,1597
04011,ME,207,20278
04015,ME,207,3808
04017,ME,207,341
04019,ME,207,71
04020,ME,207,1403
04021,ME,207,5820
04022,ME,207,1148
04024,ME,207,608
04027,ME,207,6031
04029,ME,207,1725
04030,ME,207,2208
04032,ME,207,7879
04037,ME,207,3834
04038,ME,207,16381
04039,ME,207,7422
04040,ME,207,3111
04041,ME,207,1613
04042,ME,207,4281
04043,ME,207,10810
04046,ME,207,7496
04047,ME,207,1892
04048,ME,207,2946
04049,ME,207,3659
04050,ME,207,230
04051,ME,207,1153
04055,ME,207,3793
04056,ME,207,257
04057,ME,207,56
04061,ME,207,3369
04062,ME,207,17020
04063,ME,207,412
04064,ME,207,8212
04066,ME,207,539
04068,ME,207,1505
04069,ME,207,1465
04071,ME,207,4801
04072,ME,207,18482
04073,ME,207,16189
04074,ME,207,18760
04076,ME,207,2683
04079,ME,207,3871
04083,ME,207,4525
04084,ME,207,8088
04085,ME,207,1786
04086,ME,207,8787
04087,ME,207,2116
04088,ME,207,1516
04090,ME,207,9589
04091,ME,207,911
04092,ME,207,17515
04093,ME,207,8034
04095,ME,207,1274
04096,ME,207,8349
04097,ME,207,3574
04101,ME,207,17227
04102,ME,207,17335
04103,ME,207,30606
04105,ME,207,11158
04106,ME,207,25175
04107,ME,207,8980
04108,ME,207,862
04109,ME,207,93
04110,ME,207,1391
04210,ME,207,23045
04216,ME,207,640
04217,ME,207,3312
04219,ME,207,1472
04220,ME,207,3077
04221,ME,207,1098
04222,ME,207,3848
04224,ME,207,3040
04226,ME,207,190
04227,ME,207,79
04228,ME,207,6
04231,ME,207,236
04234,ME,207,168
04236,ME,207,4350
04237,ME,207,238
04238,ME,207,1416
04239,ME,207,4851
04240,ME,207,36592
04250,ME,207,4228
04252,ME,207,4799
04253,ME,207,2095
04254,ME,207,3181
04255,ME,207,802
04256,ME,207,3064
04257,ME,207,2681
04258,ME,207,2617
04259,ME,207,3264
04260,ME,207,5542
04261,ME,207,444
04263,ME,207,2326
04265,ME,207,918
04267,ME,207,37
04268,ME,207,5023
04270,ME,207,5880
04271,ME,207,67
04274,ME,207,5343
04275,ME,207,514
04276,ME,207,5841
04280,ME,207,6474
04281,ME,207,5116
04282,ME,207,5734
04284,ME,207,1138
04285,ME,207,433
04286,ME,207,47
04287,ME,207,3224
04289,ME,207,1815
04290,ME,207,1541
04292,ME,207,948
04294,ME,207,3995
04330,ME,207,26086
04342,ME,207,1672
04343,ME,207,25
04344,ME,207,2951
04345,ME,207,11646
04346,ME,207,1772
04347,ME,207,2355
04348,ME,207,2976
04349,ME,207,1158
04350,ME,207,3577
04351,ME,207,2571
04352,ME,207,1632
04353,ME,207,2300
04354,ME,207,1535
04355,ME,207,2600
04357,ME,207,3399
04358,ME,207,4276
04359,ME,207,388
04360,ME,207,560
04363,ME,207,2575
04364,ME,207,6025
04401,ME,207,44899
04406,ME,207,819
04408,ME,207,176
04410,ME,207,1290
04411,ME,207,1492
04412,ME,207,9482
04413,ME,207,196
04414,ME,207,1248
04415,ME,207,276
04416,ME,207,5468
04417,ME,207,370
04418,ME,207,1771
04419,ME,207,2794
04421,ME,207,1366
04422,ME,207,1409
04424,ME,207,823
04426,ME,207,4720
04427,ME,207,2858
04428,ME,207,3146
04429,ME,207,4717
04430,ME,207,1728
04431,ME,207,81
04434,ME,207,1246
04435,ME,207,1092
04438,ME,207,1124
04441,ME,207,1840
04442,ME,207,93
04443,ME,207,2537
04444,ME,207,8824
04448,ME,207,1431
04449,ME,207,1489
04450,ME,207,1368
04451,ME,207,259
04453,ME,207,779
04454,ME,207,69
04455,ME,207,923
04456,ME,207,2851
04457,ME,207,5948
04459,ME,207,773
04460,ME,207,1419
04461,ME,207,3070
04462,ME,207,4835
04463,ME,207,2847
04464,ME,207,684
04468,ME,207,9521
04469,ME,207,2702
04471,ME,207,609
04472,ME,207,2144
04473,ME,207,7660
04474,ME,207,3733
04475,ME,207,418
04476,ME,207,1259
04478,ME,207,316
04479,ME,207,1343
04481,ME,207,559
04485,ME,207,233
04487,ME,207,964
04488,ME,207,1202
04489,ME,207,197
04490,ME,207,273
04491,ME,207,140
04492,ME,207,166
04493,ME,207,1967
04495,ME,207,407
04496,ME,207,3757
04497,ME,207,389
04530,ME,207,10818
04535,ME,207,709
04537,ME,207,2073
04538,ME,207,2080
04539,ME,207,1168
04541,ME,207,80
04543,ME,207,2218
04544,ME,207,724
04547,ME,207,1152
04548,ME,207,1042
04551,ME,207,806
04553,ME,207,1752
04554,ME,207,710
04555,ME,207,1643
04556,ME,207,1249
04558,ME,207,308
04562,ME,207,2216
04563,ME,207,1534
04564,ME,207,489
04568,ME,207,391
04570,ME,207,2
04571,ME,207,323
04572,ME,207,5075
04573,ME,207,501
04574,ME,207,1510
04575,ME,207,85
04576,ME,207,604
04578,ME,207,4450
04579,ME,207,3072
04605,ME,207,12974
04606,ME,207,1272
04607,ME,207,1182
04609,ME,207,5222
04611,ME,207,508
04612,ME,207,589
04613,ME,207,183
04614,ME,207,2579
04616,ME,207,824
04617,ME,207,811
04619,ME,207,3121
04622,ME,207,1412
04623,ME,207,1054
04624,ME,207,184
04625,ME,207,47
04626,ME,207,507
04627,ME,207,1636
04628,ME,207,703
04629,ME,207,107
04630,ME,207,1398
04631,ME,207,1331
04634,ME,207,1923
04635,ME,207,61
04637,ME,207,136
04640,ME,207,2261
04642,ME,207,123
04643,ME,207,1018
04644,ME,207,13
04645,ME,207,73
04646,ME,207,94
04648,ME,207,580
04649,ME,207,1370
04650,ME,207,235
04652,ME,207,1690
04653,ME,207,490
04654,ME,207,3424
04655,ME,207,1119
04657,ME,207,363
04658,ME,207,1353
04660,ME,207,1309
04662,ME,207,488
04664,ME,207,1238
04666,ME,207,1172
04667,ME,207,1638
04668,ME,207,1680
04669,ME,207,204
04671,ME,207,576
04673,ME,207,112
04674,ME,207,484
04675,ME,207,253
04676,ME,207,1088
04677,ME,207,274
